id,name,address,city,state,zip,category,subcategory,annual_revenue,employee_count,founded_year,lat,lon,is_active,last_inspection_date
936,Puget LLC,1303 Industrial Way,Seattle,WA,98144,Technology,Software,21521507,4746,1980,47.620522,-122.375874,true,2024-11-18
937,Urban Associates,6502 Valley Way,Kent,WA,98030,Technology,Cloud Services,3332441,258,1982,47.432492,-122.264827,true,2025-07-31
938,The Metro Solutions,5257 Forest Ave,Everett,WA,98203,Professional Services,Marketing,16867506,3407,1961,48.014047,-122.156491,true,2023-10-02
939,Columbia Industries,6946 Maple Ave,Tacoma,WA,98406,Technology,Hardware,47788911,2810,1997,47.218803,-122.427529,true,2021-03-04
940,The Peak Labs,8762 Valley Ln,Everett,WA,98201,Food & Beverage,Catering,30581345,4842,2020,47.945327,-122.220098,true,2025-02-12
941,The Cascade Connect,9469 Sunset Way,Seattle,WA,98126,Retail,Home Goods,15008535,3681,1983,47.55215,-122.319282,true,2020-06-07
942,The Pioneer Health,4015 Cherry Ave,Yakima,WA,98908,Healthcare,Clinic Services,3255371,624,1985,46.587378,-120.569486,true,2024-09-03
943,Urban & Bridge Co,9149 Industrial St,Seattle,WA,98108,Food & Beverage,Brewery,26157127,4594,1992,47.642268,-122.310402,true,2022-03-31
944,Urban Corp,4330 River Dr,Seattle,WA,98136,Professional Services,Marketing,17303184,3405,1970,47.559561,-122.312379,false,2022-04-15
945,Rainier & Craft Industries,1223 Cedar Blvd,Vancouver,WA,98660,Healthcare,Clinic Services,273352,1963,1958,46.0,-122.618191,true,2023-01-11
946,Bay Ventures Agency,7984 Commerce St,Tacoma,WA,98406,Technology,Cybersecurity,6226035,2894,1972,47.230504,-122.439944,true,2022-02-14
947,Cascade LLC,5704 River Ct,Federal Way,WA,98003,Retail,Apparel,32174365,2879,1953,47.36931,-122.295559,true,2024-05-13
948,Horizon LLC,8020 Cedar Rd,Bellingham,WA,98229,Manufacturing,Aerospace,33226956,4567,2008,48.786873,-122.446897,true,2024-02-19
949,Tech Consulting,5649 Division Ave,Redmond,WA,98053,Technology,Software,31153702,699,1967,47.664349,-122.179553,true,2025-11-02
950,Bay & Partners Corp,632 Ridge Rd,Federal Way,WA,98023,Technology,Hardware,36092931,3487,1987,47.316812,-122.30357,true,2021-03-12
951,The Olympic Labs,1318 Canyon St,Seattle,WA,98121,Retail,Electronics,20745375,2457,2002,47.633509,-122.292117,true,2023-03-13
952,Edge Corp,1957 Washington Dr,Renton,WA,98057,Healthcare,Medical Devices,21411538,1014,1973,47.534341,-122.138231,true,2020-11-18
953,Bay & Data Industries,9559 Harbor Ct,Redmond,WA,98053,Technology,Cloud Services,6790126,3307,1955,47.647379,-122.088724,true,2024-09-17
954,Cascade Systems Studio,1850 Jefferson Ave,Bellevue,WA,98007,Professional Services,Accounting,24284903,3326,2019,47.582286,-122.253754,true,2021-10-12
955,Harbor Systems Consulting,7805 Sunrise Blvd,Olympia,WA,98502,Food & Beverage,Catering,49567058,4176,1980,46.989841,-122.939794,false,2020-01-22
956,Evergreen Agency,1072 Broadway Rd,Spokane,WA,99207,Food & Beverage,Brewery,12966563,4324,1987,47.669203,-117.402418,true,2024-07-14
957,Puget & Design Group,8253 Main St,Olympia,WA,98506,Manufacturing,Metal Fabrication,39693713,1567,1982,47.01452,-122.930116,true,2022-01-25
958,Northwest Dynamics Co,1282 Cherry Blvd,Yakima,WA,98902,Professional Services,Consulting,18608893,923,2023,46.656061,-120.540146,true,2022-05-10
959,Metro Solutions LLC,6141 Ridge Ln,Vancouver,WA,98663,Technology,Software,44309653,4251,1985,46.0,-122.689037,true,2022-04-05
960,Connect Holdings,7267 Pine Dr,Yakima,WA,98901,Professional Services,Legal,29127827,3798,1970,46.564814,-120.527619,true,2020-09-01
961,Solutions Group,3000 Broadway Ave,Vancouver,WA,98663,Manufacturing,Metal Fabrication,35590341,535,2008,46.0,-122.680391,true,2022-07-07
962,Columbia Holdings,7278 Lake Ave,Everett,WA,98203,Healthcare,Clinic Services,43350005,3981,1999,48.020736,-122.144379,true,2025-09-18
963,Columbia & Systems Group,5182 Cherry Ave,Spokane,WA,99202,Healthcare,Medical Devices,38111185,878,1980,47.632121,-117.4455,true,2022-10-29
964,Solutions Inc,9174 Division Pkwy,Bellingham,WA,98226,Healthcare,Pharmaceuticals,148013,3941,1974,48.765302,-122.422706,true,2023-06-08
965,Evergreen & Analytics Consulting,9360 Spring St,Vancouver,WA,98663,Manufacturing,Food Processing,31715617,1608,1981,46.0,-122.697367,true,2023-10-08
966,Coastal Craft Inc,1790 Lake Rd,Renton,WA,98058,Manufacturing,Aerospace,2994518,1680,2009,47.493898,-122.190822,true,2020-10-24
967,Evergreen Works Associates,699 Market Ave,Bellevue,WA,98008,Professional Services,Marketing,27506798,986,1985,47.636212,-122.233512,true,2025-01-16
968,Puget & Data Group,8896 Pacific Ave,Kennewick,WA,99337,Healthcare,Medical Devices,46287785,2270,2019,46.190898,-119.171595,true,2020-01-27
969,Puget & Data Agency,3857 Commerce Ave,Kennewick,WA,99337,Manufacturing,Aerospace,46783209,2859,1995,46.245487,-119.093504,true,2021-11-03
970,Columbia LLC,3937 Maple Blvd,Seattle,WA,98107,Professional Services,Consulting,14080512,1620,1966,47.667685,-122.321395,true,2020-09-07
971,Innovations Consulting,7174 Hill St,Spokane,WA,99203,Manufacturing,Aerospace,31841485,3098,1950,47.674238,-117.486221,true,2020-05-23
972,The Evergreen Data,1876 Broadway Rd,Federal Way,WA,98003,Healthcare,Telehealth,17910359,4262,2021,47.273023,-122.27827,true,2025-12-14
973,Cedar & Craft Consulting,3632 Lincoln Ln,Kennewick,WA,99336,Food & Beverage,Brewery,41050076,3647,1985,46.256367,-119.181112,true,2022-05-27
974,Bay & Ventures Corp,1989 Lake Ave,Kennewick,WA,99336,Professional Services,Consulting,49509472,4371,1964,46.173552,-119.164536,true,2024-06-04
975,Pioneer Solutions Co,8429 Cedar Rd,Kennewick,WA,99338,Professional Services,Legal,37112702,685,1993,46.15634,-119.178425,true,2021-01-18
976,Northwest Holdings,2389 Sunset St,Kirkland,WA,98033,Retail,Home Goods,41982305,3624,1959,47.685869,-122.170627,true,2020-11-24
977,Soundside Tech Inc,547 Oak Ave,Vancouver,WA,98660,Retail,Sporting Goods,21692381,1352,2024,46.0,-122.696843,true,2022-02-18
978,Alpine & Health Consulting,523 Hill Way,Everett,WA,98204,Technology,Cybersecurity,25487283,944,2014,48.014038,-122.195316,true,2023-04-11
979,Craft Holdings,8146 Cedar Blvd,Kirkland,WA,98033,Healthcare,Medical Devices,19442931,4108,1955,47.685493,-122.252247,true,2025-04-04
980,Tech Consulting,4124 Willow Way,Seattle,WA,98134,Food & Beverage,Bakery,22966948,727,1996,47.606078,-122.384702,true,2023-01-31
981,Coastal & Solutions Group,3833 Ridge Way,Federal Way,WA,98003,Healthcare,Telehealth,24625980,2541,1971,47.305327,-122.355247,true,2024-03-17
982,Evergreen & Dynamics Enterprises,9246 Madison Pkwy,Vancouver,WA,98662,Technology,Software,1190472,4308,1973,46.0,-122.723636,true,2020-09-05
983,Peak & Systems Agency,181 Market Dr,Kirkland,WA,98033,Technology,Software,36790604,3881,2013,47.72383,-122.239662,true,2022-10-16
984,Cascade Group,2637 Cedar Blvd,Federal Way,WA,98023,Healthcare,Telehealth,41595398,2418,1971,47.346182,-122.347478,true,2023-06-13
985,Olympic & Innovations Industries,7159 Sunrise St,Kent,WA,98032,Retail,Electronics,16951362,674,2009,47.322485,-122.184466,true,2024-05-17
986,Alpine Inc,6707 Sunset Way,Kirkland,WA,98034,Professional Services,Marketing,36521601,1532,1987,47.638801,-122.156463,true,2020-04-05
987,Columbia & Group Agency,8789 Monroe Ave,Spokane,WA,99204,Technology,Cybersecurity,49091820,893,1997,47.645273,-117.440657,true,2025-08-13
988,Metro Edge Industries,5669 Maple Dr,Federal Way,WA,98003,Healthcare,Clinic Services,19603929,1957,1976,47.299786,-122.253303,false,2022-05-05
989,Soundside Enterprises,2416 Washington St,Bellingham,WA,98225,Retail,Electronics,47784906,4915,2008,48.789423,-122.509074,true,2021-05-21
990,Evergreen Co,6735 Ridge Rd,Federal Way,WA,98003,Technology,Hardware,27339613,285,1959,47.288932,-122.35903,false,2025-08-30
991,Coastal & Craft Industries,237 Main Blvd,Everett,WA,98203,Retail,Sporting Goods,1833032,241,1963,47.931437,-122.144711,true,2024-08-26
992,The Pacific Dynamics,5569 Jefferson Pl,Bellevue,WA,98006,Food & Beverage,Catering,48989887,2324,1965,47.650512,-122.197136,false,2024-08-28
993,Alpine Solutions Inc,5199 Cedar St,Kennewick,WA,99338,Technology,Hardware,42951923,4711,1986,46.197011,-119.126831,true,2023-04-12
994,The Pacific Bridge,3290 River Blvd,Redmond,WA,98052,Healthcare,Telehealth,40756111,4932,2014,47.673587,-122.138846,true,2022-09-10
995,Health Industries,2230 Division Ave,Everett,WA,98204,Retail,Home Goods,42360659,175,1993,47.960523,-122.250791,true,2024-06-07
996,Puget Solutions Enterprises,790 Valley Ave,Kent,WA,98042,Manufacturing,Metal Fabrication,13685327,2960,1999,47.325563,-122.206758,true,2020-12-28
997,Soundside Corp,3681 Market Way,Yakima,WA,98903,Technology,Cybersecurity,3543155,3521,2015,46.558479,-120.515325,true,2024-11-21
998,Bay Studio,8693 Market Dr,Olympia,WA,98501,Technology,Cybersecurity,7823123,1984,1988,47.055165,-122.901768,true,2020-01-21
999,Pioneer & Connect Consulting,8760 Lake Ln,Bellingham,WA,98225,Food & Beverage,Bakery,14274445,1915,1997,48.783629,-122.498887,true,2021-05-23
1000,Health Agency,9348 Cedar Dr,Seattle,WA,98112,Technology,Cloud Services,38576359,1490,1952,47.604184,-122.306724,true,2025-01-29
